"esco_role","country_name","n_job_offers","median_min_salary","median_max_salary"
social work assistant,Germany,61,29000.0,41000.0
social work assistant,Spain,25,16716.0,18000.0
social work assistant,United Kingdom,59,25129.2,27402.0
social work supervisor,United Kingdom,46,43200.0,52800.0
social worker,France,61,24059.0,26880.0
social worker,Germany,944,34000.0,46000.0
social worker,Spain,264,18264.472527472528,24000.0
social worker,United Kingdom,741,73580.9550310559,77578.23999999999
sociology lecturer,United Kingdom,25,44094.0,68350.8
software analyst,Spain,81,29125.0,36000.0
software analyst,United Kingdom,77,24000.0,120000.0
software architect,Germany,26,56000.0,82000.0
software architect,Spain,22,41000.0,50000.0
software architect,United Kingdom,11,57219.6,74379.59999999999
software developer,Brazil,15,7033.32,7033.32
software developer,France,402,44944.444444444445,55159.09090909091
software developer,Germany,1358,40051.19767949597,58926.95398100804
software developer,India,295,5019.901638888889,8604.138125
software developer,Spain,567,29687.17948717949,36000.0
software developer,United Kingdom,967,35615.00652775215,114637.80952380953
software developer,United States,22,83782.78,139735.29
software manager,Germany,55,43000.0,62000.0
software manager,United Kingdom,14,64800.0,84000.0
software tester,Germany,27,40000.0,55000.0
software tester,United Kingdom,19,31200.0,72000.0
soil surveying technician,France,24,50208.0,50208.0
solar energy engineer,Spain,28,24000.0,30000.0
solar energy sales consultant,Spain,20,19200.0,30000.0
solar energy technician,Germany,65,30000.0,40000.0
solar energy technician,Spain,88,20000.0,22900.0
sommelier,Germany,19,28000.0,39000.0
sorter labourer,Spain,15,22000.0,27000.0
sorter labourer,United Kingdom,139,30787.413333333334,33853.439999999995
spa manager,Germany,32,28000.0,39000.0
special educational needs assistant,United Kingdom,1421,24480.0,29467.50099643509
special educational needs coordinator,United Kingdom,71,25920.0,28800.0
special educational needs teacher,Germany,21,33000.0,46000.0
special educational needs teacher,United Kingdom,505,37409.166666666664,60000.0
special educational needs teacher primary school,United Kingdom,57,37440.0,60480.0
special educational needs teacher secondary school,United Kingdom,17,12000.0,60000.0
specialised doctor,Germany,23,39000.0,53000.0
specialised seller,Brazil,24,3215.232,3215.232
specialised seller,Germany,146,26000.0,34000.0
specialised seller,India,11,3850.0,5016.0
specialised seller,Mexico,12,4512.0,6486.0
specialised seller,Spain,88,18000.0,30000.0
specialised seller,United Kingdom,109,27600.0,39450.0
specialist dentist,Germany,243,26528.57142857143,38000.0
specialist nurse,France,15,33600.0,41280.0
specialist nurse,Germany,321,45115.27272727273,49177.56862745098
specialist nurse,United Kingdom,191,28185.12,33960.96
specialist nurse,United States,62,93120.0,135645.77
speech and language therapist,Brazil,24,6326.6388,6326.6388
speech and language therapist,Germany,97,32000.0,41000.0
speech and language therapist,Spain,46,14400.0,18000.0
speech and language therapist,United Kingdom,143,40976.28571428572,52550.666666666664
spokesperson,United Kingdom,22,39075.840000000004,42000.0
sport therapist,Germany,18,29000.0,41000.0
sports coach,Spain,22,13200.0,18432.0
sports coach,United Kingdom,75,25920.0,34560.0
sports instructor,Germany,18,30000.0,43000.0
sports instructor,United Kingdom,25,46080.0,48000.0
sprinkler fitter,United Kingdom,27,24000.0,120000.0
stage manager,Brazil,12,2210.4719999999998,2411.424
stage technician,Germany,45,30000.0,41100.0
sterile services technician,Germany,32,30000.0,41000.0
steward/stewardess,Germany,19,28000.0,38000.0
steward/stewardess,India,11,1258.972,2550.4159999999997
stock broker,United Kingdom,26,24000.0,120000.0
stock trader,United Kingdom,56,24000.0,120000.0
stone polisher,Germany,33,36000.0,54000.0
stonemason,Brazil,11,3721.6310399999998,4137.60168
stonemason,France,17,24092.64,28000.0
stonemason,Germany,114,28000.0,40000.0
stonemason,Spain,180,18944.444444444445,21670.0
store detective,Germany,16,27000.0,36000.0
store detective,United States,15,35839.56,56539.36
strategic planning manager,United Kingdom,71,36000.0,120000.0
street warden,United Kingdom,30,40017.6,40017.6
structural ironworker,United Kingdom,13,43776.0,45600.0
student financial support coordinator,United Kingdom,61,34560.0,36864.0
substance misuse worker,United Kingdom,22,42470.4,51907.2
supermarket manager,Brazil,19,3301.6413599999996,3301.6413599999996
supermarket manager,Spain,20,16000.0,20400.0
supply chain assistant,Brazil,128,3094.1249279999997,3100.01952
supply chain assistant,France,63,23040.0,25168.0
supply chain assistant,Germany,344,26000.0,35619.642857142855
supply chain assistant,Spain,80,16572.0,16572.0
supply chain assistant,United Kingdom,92,28800.0,34680.0
supply chain manager,France,13,40000.0,45000.0
supply chain manager,Germany,69,40000.0,59000.0
supply chain manager,Spain,19,24000.0,28000.0
supply chain manager,United Kingdom,90,42000.0,51048.0
surface mine plant operator,United Kingdom,14,34560.0,41471.99999999999
surveying technician,Germany,16,29000.0,39000.0
surveying technician,Spain,20,19000.0,23040.0
sustainability manager,Germany,13,52000.0,71000.0
sustainability manager,United Kingdom,37,42000.0,78000.0
swimming facility attendant,Spain,14,17000.0,18000.0
synthetic materials engineer,Germany,12,36000.0,57000.0
tailor,Germany,23,28000.0,39000.0
tailor,Spain,17,13200.0,16320.0
talent acquisition manager,France,26,40000.0,60000.0
talent acquisition manager,Germany,31,44000.0,67000.0
talent acquisition manager,India,15,4455.0,6308.884999999999
talent acquisition manager,Spain,43,21000.0,25000.0
talent acquisition manager,United Kingdom,47,42000.0,48000.0
talent agent,France,16,23351.04,25000.0
talent agent,Spain,97,15000.0,24500.0
tax advisor,Germany,490,31505.494505494506,43000.0
tax advisor,Spain,142,22000.0,27500.0
tax advisor,United Kingdom,106,39168.0,72000.0
tax clerk,Germany,76,32000.0,46000.0
tax clerk,United Kingdom,107,48000.0,64500.0
tax compliance officer,United Kingdom,33,38062.079999999994,48384.0
taxi driver,Germany,22,26000.0,36000.0
taxi driver,Spain,18,17000.0,24000.0
technical communicator,Germany,83,36000.0,52000.0
technical communicator,Spain,34,24000.0,28000.0
technical communicator,United Kingdom,86,12000.0,60000.0
technical director,France,11,45000.0,55000.0
technical director,Germany,132,41166.66666666667,62000.0
technical director,Spain,108,26000.0,26547.75
technical director,United Kingdom,114,48640.0,84000.0
technical sales representative,Brazil,13,3014.2799999999997,3416.1839999999997
technical sales representative,France,28,25000.0,35000.0
technical sales representative,Germany,212,34000.0,50136.36363636364
technical sales representative,Spain,151,22156.25,30000.0
technical sales representative,United Kingdom,140,33600.0,45900.0
technical sales representative,United States,39,58200.0,77600.0
technical sales representative in machinery and industrial equipment,Germany,55,29000.0,39000.0
telecommunications analyst,Germany,13,36000.0,63000.0
telecommunications engineer,Germany,18,38000.0,55000.0
telecommunications engineer,Spain,14,29000.0,33000.0
telecommunications engineer,United Kingdom,15,48000.0,57600.0
telecommunications engineering technician,United Kingdom,13,30000.0,54000.0
telecommunications equipment specialised seller,Spain,48,14400.0,17500.0
telecommunications manager,Spain,20,18000.0,20000.0
telecommunications technician,Germany,42,30000.0,41000.0
telecommunications technician,Spain,59,18001.0,24000.0
telephone switchboard operator,Brazil,23,2443.91124,2443.91124
telephone switchboard operator,Germany,41,25500.0,35000.0
telephone switchboard operator,Spain,75,14400.0,16800.0
tent installer,Brazil,14,3107.2203,3107.2203
tent installer,Germany,46,29000.0,42000.0
tent installer,Spain,64,18000.0,24000.0
test engineer,Germany,81,45250.0,63875.0
test engineer,Spain,17,30000.0,39000.0
test engineer,United Kingdom,118,42000.0,65384.96
textile designer,United Kingdom,15,34560.0,41089.2
textile finishing machine operator,Spain,116,12059.333333333332,13999.2
textile machine operator,Germany,11,28000.0,41000.0
textile machine operator,Spain,31,15600.0,16390.0
textile quality manager,Germany,14,25000.0,34000.0
textile technologist,United Kingdom,16,44400.0,48000.0
theatre technician,United Kingdom,12,24000.0,84000.0
tile fitter,Germany,44,29000.0,38000.0
toilet attendant,United Kingdom,13,29400.0,29400.0
tool grinder,Germany,16,32000.0,44000.0
tooling engineer,Germany,118,31000.0,41800.0
tooling engineer,United Kingdom,21,41771.52,48000.0
tourism contract negotiator,United Kingdom,110,28200.0,42000.0
tourist guide,Germany,16,28000.0,39000.0
tourist guide,Spain,76,15200.0,18000.0
tourist information officer,Spain,11,15200.0,22000.0
tow truck driver,Spain,56,24000.0,28800.0
tower crane operator,Germany,28,28000.0,38000.0
tower crane operator,Spain,52,23040.0,26000.0
trade development officer,Spain,12,25000.0,28000.0
trade development officer,United Kingdom,12,51840.0,84000.0
trade regional manager,Germany,26,53000.0,71000.0
trade regional manager,India,16,6600.0,9427.725999999999
trade regional manager,United Kingdom,131,48000.0,72000.0
train driver,Germany,130,34000.0,45000.0
train driver,Spain,14,20000.0,20400.0
train preparer,Germany,11,32000.0,43000.0
tramways technician,Spain,14,25000.0,30000.0
tramways technician,United Kingdom,16,28142.399999999998,32256.0
translator,Spain,37,21000.0,27000.0
transport engineer,United Kingdom,89,46847.399999999994,78981.9
transport equipment painter,Germany,71,28000.0,37000.0
transport equipment painter,Spain,186,30000.0,42000.0
transport equipment painter,United Kingdom,54,44904.96,55920.0
transport planner,Germany,22,42000.0,58000.0
transport planner,United Kingdom,107,39600.0,43200.0
travel agency manager,Germany,15,27000.0,35000.0
travel agent,Germany,87,27375.0,36000.0
travel agent,Spain,401,18000.0,24310.615384615387
travel agent,United Kingdom,24,28800.0,33600.0
travel agent,United States,16,28130.0,64020.0
travel consultant,Spain,23,22000.0,23000.0
travel consultant,United Kingdom,140,32400.0,36000.0
trolley bus driver,Spain,12,15000.0,16000.0
tutor,France,93,38779.200000000004,38803.200000000004
tutor,Germany,43,29000.0,45760.0
tutor,India,23,2640.0,3959.9999999999995
tutor,Spain,313,250.96875,247.6
tutor,United Kingdom,496,56674.304,65283.65714285714
tutor,United States,13,30738.329999999998,40352.0
typist,United Kingdom,11,27000.0,28200.0
tyre fitter,Germany,21,28000.0,37000.0
tyre fitter,Spain,64,20000.0,24000.0
tyre fitter,United Kingdom,33,34800.0,39168.0
tyre vulcaniser,Germany,17,28000.0,37000.0
tyre vulcaniser,United Kingdom,37,24000.0,36264.0
underground heavy equipment operator,France,11,23040.0,26880.0
university research assistant,Germany,46,37000.0,56000.0
university research assistant,Spain,24,24000.0,26000.0
university research assistant,United Kingdom,15,30689.28,42000.0
university teaching assistant,Germany,37,31200.0,43000.0
university teaching assistant,Spain,29,12000.0,18000.0
university teaching assistant,United Kingdom,2092,24718.29629049998,28842.950876470586
upholsterer,Spain,29,17000.0,19000.0
upholsterer,United Kingdom,16,36000.0,48000.0
urban planner,Germany,21,46400.0,68000.0
urban planner,United Kingdom,97,36000.0,50250.0
user interface designer,Germany,20,35000.0,53000.0
user interface designer,United Kingdom,19,50400.0,78000.0
user interface developer,Brazil,11,3309.67944,3309.67944
user interface developer,France,83,45000.0,55000.0
user interface developer,Germany,88,38000.0,55000.0
user interface developer,India,13,3300.0,8462.707
user interface developer,Spain,116,30000.0,36000.0
user interface developer,United Kingdom,82,42000.0,102000.0
vehicle cleaner,Germany,41,25000.0,35000.0
vehicle cleaner,Spain,219,13712.333066666666,15615.84
vehicle cleaner,United Kingdom,498,26495.71555555555,27648.0
vehicle electronics installer,Germany,32,30000.0,41000.0
vehicle electronics installer,United Kingdom,48,24000.0,48000.0
vehicle glazier,United Kingdom,16,29981.951999999997,36000.0
vehicle maintenance attendant,Germany,31,25100.0,32700.0
vehicle maintenance supervisor,Germany,13,27000.0,35000.0
vehicle maintenance supervisor,United Kingdom,11,45600.0,48384.0
vehicle rental agent,Spain,21,15158.0,18000.0
vehicle technician,Brazil,44,3014.2799999999997,3120.78456
vehicle technician,France,25,23040.0,24960.0
vehicle technician,Germany,1384,28373.482726423903,38000.0
vehicle technician,Spain,621,20661.07843137255,25739.22924901186
vehicle technician,United Kingdom,476,40280.30322580645,50476.63516483516
vehicle technician,United States,59,48422.4,62283.7
vending machine operator,Spain,33,16000.0,17600.0
venue director,Germany,62,28000.0,36000.0
venue director,United Kingdom,45,36000.0,48000.0
vessel operations coordinator,United Kingdom,15,33600.0,38400.0
veterinary nurse,Germany,36,28000.0,38000.0
veterinary technician,Germany,14,28000.0,38000.0
victim support officer,United Kingdom,44,28108.799999999996,29998.079999999994
video and motion picture director,Spain,18,25600.0,28000.0
video and motion picture director,United Kingdom,15,24000.0,120000.0
video and motion picture editor,Germany,34,32000.0,46000.0
video and motion picture editor,Spain,22,18000.0,22000.0
visual arts teacher,Spain,11,12000.0,12000.0
visual arts teacher,United Kingdom,116,39847.5,60543.899999999994
visual merchandiser,Germany,18,28000.0,41000.0
vocational teacher,Germany,15,33000.0,51000.0
vocational teacher,Spain,19,24013.9992,30000.0
vocational teacher,United Kingdom,13,37440.0,57600.0
voice-over artist,United Kingdom,35,24000.0,96000.0
volunteer manager,Germany,11,28000.0,40000.0
volunteer manager,United Kingdom,21,32647.679999999993,34800.0
waiter/waitress,Germany,26,25900.0,32500.0
waiter/waitress,Spain,163,15025.0,16020.0
waiter/waitress,United Kingdom,34,26933.759999999995,27072.0
warehouse manager,Brazil,29,3215.232,3215.232
warehouse manager,Germany,1004,27000.0,34029.341029341034
warehouse manager,Spain,315,17363.125,18107.14285714286
warehouse manager,United Kingdom,196,33697.024,35043.94
warehouse order picker,France,28,22809.600000000002,24960.0
warehouse order picker,Germany,126,27000.0,35166.66666666667
warehouse order picker,Spain,284,17049.990476190476,18785.714285714283
warehouse order picker,United Kingdom,109,28200.96,31026.239999999998
warehouse worker,Brazil,14,3016.2895200000003,3016.2895200000003
warehouse worker,France,27,22809.600000000002,23040.0
warehouse worker,Germany,546,26980.0,34943.75000000001
warehouse worker,Spain,1001,15820.116017439153,17048.344600773344
warehouse worker,United Kingdom,654,27766.90115702479,30683.10310220215
waste management officer,Germany,17,29000.0,40000.0
water conservation technician,United Kingdom,21,21600.0,21600.0
water engineer,Germany,20,41000.0,57000.0
water engineer,United Kingdom,103,36000.0,60000.0
water plant technician,Spain,14,39000.0,44000.0
water plant technician,United Kingdom,90,24000.0,120000.0
water systems engineering technician,United Kingdom,17,30600.0,36720.0
web content manager,United Kingdom,25,32400.0,36418.799999999996
web designer,Germany,43,31000.0,45000.0
web designer,Spain,42,18000.0,22000.0
web designer,United Kingdom,27,42000.0,60000.0
web developer,France,52,40000.0,47000.0
web developer,Germany,73,36000.0,52000.0
web developer,India,26,3300.0,5500.0
web developer,Spain,71,21000.0,27000.0
web developer,United Kingdom,97,30000.0,54000.0
webmaster,Spain,11,18000.0,19000.0
webmaster,United Kingdom,13,30000.0,42000.0
welder,France,19,23040.0,26460.0
welder,Germany,272,30000.0,40000.0
welder,Spain,343,20158.024691358023,24000.0
welder,United Kingdom,181,35938.28571428572,41471.99999999999
welder,United States,11,36010.28,46404.799999999996
welding engineer,Germany,16,37000.0,52000.0
wholesale merchant,Germany,35,28000.0,38000.0
wholesale merchant,United Kingdom,23,33000.0,36000.0
wholesale merchant in electrical household appliances,United Kingdom,11,42000.0,54000.0
window cleaner,Brazil,14,2804.45262,3014.2799999999997
window cleaner,Germany,28,26000.0,34000.0
window cleaner,Spain,33,14400.0,16666.0
window installer,Germany,23,28000.0,37000.0
window installer,United Kingdom,11,33600.0,38400.0
wood technology engineer,Germany,44,31000.0,42000.0
writer,United Kingdom,103,24000.0,120000.0
youth offending team worker,United Kingdom,25,27360.0,54190.08
youth worker,United Kingdom,69,24480.0,28800.0
zoo educator,Germany,647,32000.0,41812.5
zoo educator,Spain,45,18001.0,24000.0
zoo educator,United Kingdom,21,32234.399999999998,37440.0
