sector,subsector,estimated_employees_2024,task_name,verdict,priority_score,ai_feasibility_score,business_opportunity_score,recommended_business_model,recommended_horizon,relative_priority,total_2024,size_micro_pct,size_small_pct,size_medium_pct,size_large_pct,sector_context,recommended_solution_type,person_actions,typical_input,typical_output,frequency,process_variability,common_exceptions,verifiability_score,verifiability_reason,verification_latency_score,verification_latency_reason,input_standardization_score,input_standardization_reason,output_standardization_score,output_standardization_reason,error_tolerance_score,error_tolerance_reason,integration_ease_score,integration_ease_reason,autonomy_score,autonomy_reason,executing_role,typical_seniority,annual_gross_salary_eur_min,annual_gross_salary_eur_max,company_cost_eur_min,company_cost_eur_max,avg_time_per_task_minutes,monthly_volume_per_company,monthly_human_cost_eur_min,monthly_human_cost_eur_max,non_human_costs,economic_assumptions,pain_size_score,pain_size_reason,recurrence_score,recurrence_reason,buyer_budget_score,buyer_budget_reason,roi_clarity_score,roi_clarity_reason,adoption_ease_score,adoption_ease_reason,productization_ease_score,productization_ease_reason,service_component_need_score,service_component_need_reason,business_model_reason,legal_regulatory_risks,reputational_risks,precision_risks,integration_bottlenecks,misleading_attractiveness,Estimated_Employees_2024,Estimated_Employees_pct,Median_YoY_Growth_pct,Growth_2020_2024_pct,Total_2024,Total_2023,Total_2022,Total_2021,Total_2020,Size_Micro (0-9)_abs,Size_Small (10-49)_abs,Size_Medium (50-249)_abs,Size_Large (250+)_abs,Size_Micro (0-9)_pct,Size_Small (10-49)_pct,Size_Medium (50-249)_pct,Size_Large (250+)_pct,Estrato_Sin asalariados_abs,Estrato_De 1 a 2_abs,Estrato_De 3 a 5_abs,Estrato_De 6 a 9_abs,Estrato_De 10 a 19_abs,Estrato_De 20 a 49_abs,Estrato_De 50 a 99_abs,Estrato_De 100 a 199_abs,Estrato_De 200 a 249_abs,Estrato_De 250 a 999_abs,Estrato_De 1000 a 4999_abs,Estrato_De 5000 o más asalariados_abs,Estrato_Sin asalariados_pct,Estrato_De 1 a 2_pct,Estrato_De 3 a 5_pct,Estrato_De 6 a 9_pct,Estrato_De 10 a 19_pct,Estrato_De 20 a 49_pct,Estrato_De 50 a 99_pct,Estrato_De 100 a 199_pct,Estrato_De 200 a 249_pct,Estrato_De 250 a 999_pct,Estrato_De 1000 a 4999_pct,Estrato_De 5000 o más asalariados_pct,Condicion_Sociedades anónimas_abs,Condicion_Sociedades de responsabilidad limitada_abs,Condicion_Sociedades anónimas_pct,Condicion_Sociedades de responsabilidad limitada_pct
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",464 Comercio al por mayor de artículos de uso doméstico,228324.0,Selección automática de transportista (Best-rate/Best-service),buena,94.0,90.0,100.0,saas_puro,ya,muy_alta,22612,89.49,8.34,1.75,0.42,Comercio al por mayor de artículos domésticos (distribución).,software,"Recibe el pedido, cotiza en varios transportistas, elige, emite etiqueta, notifica.","Dimensiones paquete, destino, urgencia.",Etiqueta de envío.,"Diario, por pedido",Baja. Se manejan los mismos parámetros para casi todo el producto doméstico.,"Retrasos de transportistas, falta de capacidad, incidencia en la entrega final.",5,Comparar el precio del transportista elegido con otras opciones en el mismo momento. Verificable al 100%.,5,Instantánea al hacer clic en el pedido.,5,"Datos de envío (peso, volumen, destino, plazo) son muy estructurados.",5,Generación de etiquetas de envío y contratos de transporte. Muy estándar.,4,"Si la IA elige mal, es un sobrecoste, no una catástrofe. Reversible cambiando de transportista en el siguiente pedido.",3,"Existen agregadores logísticos, pero integrar directamente con todos puede ser complejo.",4,La IA puede seleccionar la mejor ruta/coste basándose en datos históricos. El humano solo valida.,Logística / Almacén,Junior/Operativo,22000,28000,28000,36000,20.0,200,2333,3000,"APIs de transportistas, infraestructura de nube, mantenimiento de reglas de negocio logísticas.",Empresa que hace 200 envíos/mes. Un ahorro del 5% en logística es un impacto muy alto.,5,Los costes logísticos son el mayor dolor para un mayorista de productos domésticos (voluminosos).,5,Todo pedido vendido necesita un transporte.,5,El coste logístico es un gran % del gasto operativo. Ahorrar aquí es ganar dinero directo.,5,El ahorro en costes de envío es directo y fácil de ver en la factura mensual.,5,Las empresas están acostumbradas a usar agentes logísticos. Integrar con un software que facilite el proceso es natural.,5,Muy fácil de convertir en producto: comparador logístico automatizado.,1,"Muy baja, el software resuelve el 95% del flujo.",SaaS por uso (por pedido gestionado). Escalable y baja fricción.,Bajo riesgo. Cumplimiento de plazos y términos de entrega.,"Si el transportista falla, la reputación es del mayorista, pero es manejable.",Riesgo de elegir una ruta subóptima. Bajo impacto.,"Integración con los sistemas de diversos transportistas (APIs de seguimiento, tarifas).","No es misleading, es una tarea operativa pura donde la IA aporta valor real inmediato.",228324.0,1.93,-2.0,-22.4,22612,22928,28021,28504,29156,20235,1885,396,96,89.49,8.34,1.75,0.42,4901,9184,3723,2427,1093,792,247,119,30,84,11,1,21.67,40.62,16.46,10.73,4.83,3.5,1.09,0.53,0.13,0.37,0.05,0.0,1368,21244,6.05,93.95
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",464 Comercio al por mayor de artículos de uso doméstico,228324.0,Procesamiento de pedidos de compra a proveedores (Data Entry),buena,78.5,77.5,80.0,saas_puro,ya,muy_alta,22612,89.49,8.34,1.75,0.42,"Comercio al por mayor de artículos domésticos (menaje, pequeño electrodoméstico).",software,"Recibe PDF/email, extrae datos, valida contra catálogo/precio en ERP, introduce en sistema.","PDFs, correos, excels de proveedores.",Pedido cargado en ERP.,Diario,Alta variabilidad de formatos de documento según el proveedor.,"Pedidos incompletos, formatos de archivo no estándar (PDF mal escaneados), discrepancias de precios no pactados.",5,"La verificación se hace contra el catálogo del ERP (SKU, Precio pactado) de forma automática.",5,La validación ocurre en el momento de la carga en el ERP.,2,Muchos proveedores pequeños envían PDFs o emails sin formato estructurado.,5,"Los pedidos deben insertarse en el ERP con campos obligatorios (SKU, cantidad, precio).",3,"Si el pedido es erróneo, el coste de envío y devolución es alto, pero es fácil de detectar al recibir la mercancía.",3,"Si hay APIs es fácil, pero gran parte del sector usa sistemas cerrados o Excel.",3,"La IA puede extraer datos, pero la validación contra stock real requiere supervisión ocasional.",Administrativo de compras / Operaciones,Junior/Administrativo,25000,35000,32000,45000,15.0,100,2083,3750,"Costes de OCR avanzado, validación API y mantenimiento de conectores.",Se asume que una empresa mediana procesa 100 pedidos/mes de proveedores pequeños. Coste de error humano estimado en 20€/pedido.,4,El error humano en la introducción manual de pedidos es una fuente de pérdidas constante en el comercio al por mayor.,5,Es el núcleo del negocio: reponer stock.,4,"El error en pedidos es un coste directo importante (logística inversa, falta de stock). Hay presupuesto para eficiencia.",4,El ahorro en horas hombre y la reducción de penalizaciones por errores son cuantificables.,4,"Los mayoristas ya utilizan sistemas ERP. La integración suele ser via EDI o importación de ficheros, reduciendo la fricción.",4,Es altamente escalable una vez resuelta la estandarización de diversos formatos de proveedores.,2,"Se requiere poco servicio, salvo soporte técnico y configuración inicial.",Modelo de suscripción (SaaS) con integración al ERP. El valor es la reducción de tiempo de data entry y errores.,Bajo. Riesgo contractual mínimo derivado del proceso de pedido.,"Bajo, se gestiona internamente antes de que afecte al cliente final.",Riesgo de errores en el volcado de datos si el OCR falla. Requiere verificación de nivel de confianza.,Dependencia de los sistemas legacy de los mayoristas y de la diversidad de formatos de los proveedores.,"Parece fácil, pero la gran variedad de formatos de los cientos de proveedores pequeños hace que la IA necesite mantenimiento constante.",228324.0,1.93,-2.0,-22.4,22612,22928,28021,28504,29156,20235,1885,396,96,89.49,8.34,1.75,0.42,4901,9184,3723,2427,1093,792,247,119,30,84,11,1,21.67,40.62,16.46,10.73,4.83,3.5,1.09,0.53,0.13,0.37,0.05,0.0,1368,21244,6.05,93.95
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",464 Comercio al por mayor de artículos de uso doméstico,228324.0,Optimización de precios de venta (Repricing),media,49.2,31.2,76.2,consultoria_implementacion,24_meses,media,22612,89.49,8.34,1.75,0.42,Comercio al por mayor de artículos domésticos.,hibrido,"Analiza precios de la competencia, analiza márgenes, ajusta precios en el sistema.","Costes de producto, precios competencia, stock.",Lista de precios actualizada.,Semanal o quincenal,"Alta variabilidad de precios según la categoría (menaje, muebles, textil).","Campañas promocionales repentinas, cambios bruscos en coste de transporte (logística), cambios de moneda.",2,"El impacto se ve en el margen y volumen de ventas, pero con mucho ruido estadístico. No es 'falso' o 'verdadero', es 'mejor' o 'peor'.",2,Se requieren días o semanas para medir el efecto de una subida/bajada de precio.,3,Necesita integrar datos internos (costes) y externos (precios competidores/mercado). Datos a menudo sucios.,5,Output: nueva lista de precios sugerida. Está muy estandarizado.,1,Un error en el algoritmo puede causar pérdidas masivas de margen o caída drástica de ventas. Riesgo alto.,2,Complejo por el acceso a datos de la competencia.,2,"La IA sugiere, pero la decisión de cambiar un precio de catálogo requiere supervisión humana.",Product Manager / Responsable de Compras,Senior/Gerente,40000,55000,50000,70000,120.0,4,4166,5833,"Costes de scraping, hosting de modelos de optimización, consultoría de pricing.",Empresa mediana con 5000 SKUs. Aumento de margen del 1% justifica el coste del servicio.,5,Los mayoristas operan con márgenes estrechos. Optimizar es vital.,4,"El mercado es dinámico, requiere ajuste frecuente.",5,El precio es la palanca principal de margen. Hay mucho dinero en juego.,5,"Directamente vinculado al margen, muy claro una vez que el modelo funciona.",2,"Requiere cambios en la estrategia de pricing del cliente, lo que genera resistencia cultural.",2,"Cada empresa tiene sus reglas, canales y mix de productos, difícil crear un SaaS 'out-of-the-box'.",5,Fundamental. IA sola no puede interpretar la estrategia de negocio y riesgos de marca.,SaaS con componente fuerte de consultoría para configurar reglas de negocio y modelos predictivos.,Riesgos de precios predatorios si se automatiza agresivamente. Cumplimiento de leyes de competencia.,Muy alto. Perder clientes por precios inadecuados o arruinar el margen.,Algorítmicos. La falta de contexto de mercado puede llevar a desastres.,Conexión con ERP para precios y con web scraping o marketplaces para precios competidores.,"La promesa de 'IA que optimiza precios' es muy atractiva, pero la realidad operativa es muy compleja y arriesgada.",228324.0,1.93,-2.0,-22.4,22612,22928,28021,28504,29156,20235,1885,396,96,89.49,8.34,1.75,0.42,4901,9184,3723,2427,1093,792,247,119,30,84,11,1,21.67,40.62,16.46,10.73,4.83,3.5,1.09,0.53,0.13,0.37,0.05,0.0,1368,21244,6.05,93.95
"71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos",711 Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,214806.0,Extracción y cuantificación de mediciones de obra desde planos PDF/CAD,buena,95.5,92.5,100.0,saas_puro,ya,muy_alta,25989,90.82,7.83,1.07,0.28,Estudios de arquitectura e ingeniería.,software,"Identificar áreas y longitudes sobre planos, extraer cantidades y asociarlas a partidas de obra.","Planos del proyecto, memoria de calidades.","Tabla de mediciones estructurada (BC3, Excel).",Diaria (fase de licitación),"Media: depende de la calidad del plano recibido, pero el proceso es siempre igual.","Planos desordenados, escalas incorrectas, falta de especificaciones de materiales en leyenda.",5,"Totalmente verificable: si la suma del área calculada por IA coincide con la comprobación manual, el resultado es correcto.",5,Segundos. La validación es matemática y directa.,4,"Los planos tienen estándares (PDFs, escalas, leyendas).",5,"El formato de salida es una tabla de mediciones (tipo BC3), altamente estandarizada.",4,Un error en la medición (error humano común) es muy costoso en fase de obra. Es fácil de revertir mediante revisión humana.,5,"Formatos de archivo muy estandarizados en el sector (PDF, DWG, IFC).",4,"Requiere supervisión puntual, pero la IA hace el 90% del trabajo pesado de medición lineal y de superficie.",Delineante / Ingeniero Junior,Junior/Técnico,22000,30000,28000,38000,180.0,6,2500,3200,"Cloud computing (GPU para procesamiento de imágenes), suscripciones a APIs de conversión.",Estimación de 6 presupuestos al mes. El coste es el del delineante.,5,Es la tarea más aburrida y propensa a errores humanos. El dolor de 'picar' mediciones es altísimo.,5,Todo proyecto de construcción necesita presupuesto.,5,Es el corazón del presupuesto de ejecución. Ahorrar horas de medición es ahorro de costes directos.,5,Clarísimo: reduce drásticamente el tiempo de preparación de ofertas.,5,Las mediciones son reglas matemáticas aplicadas a planos. Muy apto para algoritmos de visión artificial.,5,Muy alta. Es un proceso universal en arquitectura e ingeniería.,1,"No requiere experto, solo revisión técnica rápida.","SaaS puro. Una vez entrenado el modelo, el coste marginal es mínimo.",Moderado: errores de medición pueden causar litigios por diferencias en presupuestos.,Moderado: fallos frecuentes degradan la imagen de seriedad del estudio.,Inconsistencias en las escalas de los planos.,"Ninguno crítico, la entrada es el plano, la salida es una tabla Excel o BC3.","Parece muy fácil, pero requiere gran precisión geométrica. Cualquier desviación del 1% es relevante.",214806.0,1.81,0.8,-1.5,25989,25346,26818,26198,26376,23603,2036,278,72,90.82,7.83,1.07,0.28,8827,10130,3104,1542,1492,544,169,95,14,52,18,2,33.96,38.98,11.94,5.93,5.74,2.09,0.65,0.37,0.05,0.2,0.07,0.01,638,25351,2.45,97.55
"71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos",711 Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,214806.0,Redacción de Memorias justificativas de cumplimiento de CTE (Código Técnico),buena,73.5,67.5,82.5,saas_mas_operaciones_humanas,12_meses,alta,25989,90.82,7.83,1.07,0.28,Estudios de arquitectura (micro y pequeñas empresas).,hibrido,"Recopilar datos del proyecto, aplicar normativa vigente, completar formularios y generar PDFs.","Planos en PDF/DWG, datos del proyecto, emplazamiento.","Memoria técnica, cumplimentación de hojas de cálculo de cumplimiento.",Diaria/Semanal (según carga de proyectos),Alta: cada ayuntamiento tiene sus propios requisitos y criterios de interpretación.,"Cambios normativos locales, interpretaciones ambiguas del ayuntamiento, proyectos con singularidades.",4,El cumplimiento de la norma se puede validar mediante scripts (reglas de negocio lógicas).,5,La validación es instantánea tras procesar los datos.,4,"Los datos de partida (superficie, ubicación, uso) son estructurados.",5,Los documentos técnicos siguen plantillas reglamentarias.,2,"Un error puede suponer el rechazo de la licencia de obra, retrasos legales y sobrecostes.",2,"La mayoría de estudios usan software estándar, pero las APIs municipales son inexistentes o muy limitadas.",2,"Requiere conocimiento técnico especializado, difícil de automatizar al 100% sin supervisión de un arquitecto colegiado.",Arquitecto Técnico Junior / Delineante,Junior / Mid-level,25000,35000,32000,45000,240.0,4,2650,3750,"Licencias de software BIM, suscripciones a bases de datos normativas, costes de validación humana.",Se asume una frecuencia de 4 proyectos pequeños al mes. El coste es el del técnico junior.,4,El papeleo administrativo es la parte menos rentable y más tediosa para un estudio.,5,Todo estudio de arquitectura tiene flujo constante de proyectos de rehabilitación o nueva obra.,4,Es una partida de coste necesaria para ejecutar la obra; el ahorro de tiempo es dinero directo para el estudio.,5,Muy claro: ahorrar 10 horas de técnico por proyecto es un retorno directo.,4,"Es una tarea muy estandarizada, a menudo obligatoria, donde las normas están claras pero el proceso es tedioso. La IA puede generar el borrador y el técnico solo revisa.",3,Es difícil crear un 'one-size-fits-all' para todo el territorio nacional. Requiere personalización por región.,4,Necesidad de un sello de experto para la validación final y garantía legal.,SaaS + revisión humana para cumplir con la legalidad. Es un volumen constante y predecible.,Alto: responsabilidad civil del arquitecto por errores en la documentación presentada.,Alto: fallos en licencias dañan la confianza del cliente final.,Falsos positivos normativos que podrían llevar a denegaciones de licencia.,Integración con software de gestión de expedientes municipales o plataformas BIM (Revit/ArchiCAD).,"Parece sencillo, pero la variabilidad de las normativas urbanísticas locales hace que la IA pueda ""alucinar"" normativas obsoletas.",214806.0,1.81,0.8,-1.5,25989,25346,26818,26198,26376,23603,2036,278,72,90.82,7.83,1.07,0.28,8827,10130,3104,1542,1492,544,169,95,14,52,18,2,33.96,38.98,11.94,5.93,5.74,2.09,0.65,0.37,0.05,0.2,0.07,0.01,638,25351,2.45,97.55
"71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos",711 Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,214806.0,Elaboración de informes de viabilidad urbanística (Due Diligence),media,39.2,23.8,62.5,consultoria_implementacion,no_priorizar,baja,25989,90.82,7.83,1.07,0.28,Estudios con carga de gestión urbanística.,hibrido,"Analizar normativa, consultar Catastro, calcular edificabilidad, redactar informe de viabilidad.","Referencia catastral, ubicación, presupuesto del promotor.","Informe técnico de viabilidad, tabla de parámetros urbanísticos.",Puntual (fase de adquisición de suelo),Muy alta: la legislación varía por municipio y por caso específico.,"Interpretaciones ambiguas de técnicos municipales, normativas transitorias.",2,La verificación requiere expertos analizando el informe contra los documentos originales. Difícil de automatizar.,2,"Días, depende del tiempo del revisor humano.",3,"Los datos del terreno son variables pero estructurados (Catastro, PGOU).",2,El informe de viabilidad es un documento narrativo largo y poco estandarizado.,1,Un error en el informe de viabilidad puede hundir una inversión millonaria. Tolerancia cero.,2,Difícil: los datos urbanísticos están en formatos muy heterogéneos y dispersos.,2,"La IA hace el trabajo de búsqueda, pero la interpretación legal y su aplicación al proyecto final es humana.",Arquitecto Senior / Consultor Técnico,Senior / Experto,35000,50000,45000,60000,480.0,2,3750,5000,"Suscripciones a bases de datos legales, herramientas de análisis GIS.",Una empresa mediana hace 2 estudios de viabilidad al mes. Coste de técnico senior.,5,El cliente quiere la respuesta 'ya' para comprar o no el suelo. Es un cuello de botella crítico.,2,"No es tan frecuente como las mediciones, pero es de alto valor.",4,Es parte de la fase de viabilidad de inversión; los clientes (promotores) pagan bien por seguridad jurídica.,4,Muy claro para el cliente (ahorro de tiempo en toma de decisiones).,3,"La norma es pública, pero cambia constantemente y se dispersa en cientos de fuentes. La IA es excelente buscando y sintetizando esto.",2,"Complejo, requiere una capa de conocimiento local muy fuerte.",5,La IA no puede asumir la responsabilidad profesional de un asesoramiento urbanístico.,Consultoría habilitada por IA. El valor está en la rapidez de la respuesta que un humano tardaría días en investigar.,Crítico: responsabilidad profesional por asesorar sobre edificabilidad y uso.,Máximo: una recomendación de inversión errónea arruina la reputación.,Riesgo alto de ignorar una servidumbre o limitación específica en un documento administrativo antiguo.,Acceso a datos de ayuntamientos no digitalizados o cerrados.,"Parece muy sencillo 'consultar el PGOU', pero la realidad es una maraña de planes parciales y notas aclaratorias.",214806.0,1.81,0.8,-1.5,25989,25346,26818,26198,26376,23603,2036,278,72,90.82,7.83,1.07,0.28,8827,10130,3104,1542,1492,544,169,95,14,52,18,2,33.96,38.98,11.94,5.93,5.74,2.09,0.65,0.37,0.05,0.2,0.07,0.01,638,25351,2.45,97.55
52 Almacenamiento y actividades anexas al transporte,522 Actividades anexas al transporte,195192.0,Optimización matemática de rutas de última milla,buena,85.8,78.8,96.2,saas_puro,ya,muy_alta,9027,81.08,15.09,2.9,0.93,Empresas con flota propia o gestión de subcontratistas.,software,"Agrupar pedidos, asignar vehículos, definir paradas, enviar al conductor.","Lista de pedidos con ubicación, ventana horaria y capacidad de vehículo.",Plan de ruta optimizado por vehículo (secuencia de paradas).,"Diario, múltiples veces al día.","Alta variabilidad diaria (pedidos distintos, destinos distintos).","Cierre de carreteras, cambios de horario de última hora, restricciones de acceso urbano.",5,Es matemáticamente verificable: los kilómetros recorridos y el tiempo son datos objetivos.,5,Inmediata al ejecutar el algoritmo.,4,"Los inputs (pedidos, direcciones, horarios) están en bases de datos.",5,Orden de ruta y asignación de vehículos específica.,2,Una mala ruta puede significar perder un contrato o multas.,3,Requiere integrarse con sistemas telemáticos (GPS) y el sistema de gestión de pedidos.,3,"La IA propone la mejor ruta, pero el planificador humano debe validar por restricciones externas.",Planificador de tráfico / Gestor de flota,Intermedio (Planificador),35000,45000,45000,58000,30.0,30,3750,4800,"APIs de mapas (Google/Here), servidores de cálculo, sensores IoT.",Salario de un planificador de tráfico dedicado a optimizar rutas de distribución.,5,Reducir km recorridos es la obsesión de cualquier empresa de transporte.,5,Se hace cada día de operación.,5,Combustible y mantenimiento son los mayores costes; cualquier ahorro es muy bienvenido.,5,El ahorro en combustible y tiempo es directamente cuantificable.,4,"Las empresas ya usan software de gestión, esto sería un módulo complementario de optimización.",5,Es un problema clásico de optimización combinatoria. Muy productizable.,2,"No requiere intervención humana, salvo para excepciones extremas.",SaaS basado en optimización matemática (ILP/IA) enfocado en reducción de costes de combustible.,Cumplimiento de tiempos de conducción y descanso.,Incumplimiento sistemático de plazos daña la reputación.,Cálculo incorrecto de tiempos de llegada (ETA) que da mala experiencia al cliente.,Datos en tiempo real de tráfico o de los vehículos.,"La optimización teórica es fácil, pero la realidad del tráfico hace que el modelo falle sin datos en tiempo real.",195192.0,1.65,-2.3,-15.7,9027,9156,10214,10406,10702,7319,1362,262,84,81.08,15.09,2.9,0.93,1334,3289,1708,988,848,514,155,90,17,59,23,2,14.78,36.44,18.92,10.94,9.39,5.69,1.72,1.0,0.19,0.65,0.25,0.02,904,8123,10.01,89.99
52 Almacenamiento y actividades anexas al transporte,522 Actividades anexas al transporte,195192.0,Digitalización y conciliación de albaranes de transporte,buena,79.8,76.2,85.0,saas_mas_operaciones_humanas,ya,muy_alta,9027,81.08,15.09,2.9,0.93,Actividades anexas al transporte de mercancías.,hibrido,"Recibir albaranes, revisar campos contra pedido de compra, introducir datos en el ERP.",PDF/Fotos de albaranes de entrega firmados.,"Datos estructurados en ERP (Fecha, Cantidad, ID Pedido).","Continuo, diario",Alta variabilidad según el formato de documento de cada transportista.,"Documentación ilegible, pesos declarados vs reales muy distintos, falta de firmas.",5,La conciliación es binaria: los datos coinciden o no coinciden con el pedido de compra.,5,La validación contra base de datos es instantánea.,3,Los albaranes tienen estructuras diversas pero campos comunes claros.,5,El output es un JSON estandarizado para introducir en el ERP.,2,Error de datos puede causar pérdida de mercancía o facturación incorrecta.,3,"Si el ERP es moderno, la integración es sencilla. Si es legacy, difícil.",3,"El sistema puede identificar discrepancias, pero la gestión de incidencias de transporte requiere criterio humano comercial.",Administrativo de logística / Back office,Junior/Administrativo,25000,35000,32000,45000,5.0,500,2660,3750,"Coste de APIs de OCR/IA, mantenimiento de reglas de negocio, licencias de servidor.",Cálculo basado en una persona dedicada a gestión administrativa de 500 albaranes/mes. Salario + seguridad social.,4,La carga manual es un cuello de botella que retrasa la facturación y los pagos.,5,Operación esencial del día a día logístico.,4,El ahorro en penalizaciones y horas administrativas es directo.,5,El ahorro de horas hombre es muy fácil de medir.,4,Las empresas de logística ya usan WMS/ERP; la IA actuaría como middleware de validación.,4,Es un problema estándar: entrada de datos no estructurados a estructurados.,4,Requiere personal para gestionar las excepciones que la IA no puede resolver (Human-in-the-loop).,Modelo SaaS que se integra con ERPs para validación automática.,La validez legal del documento electrónico es clave (e-CMR).,Error en entrega afecta la relación con clientes finales.,Detección errónea de cantidades que genera descuadres de inventario.,Silos en ERPs antiguos o falta de APIs.,"Parece fácil, pero la enorme variedad de formatos de proveedores hace que el OCR requiera mucho mantenimiento.",195192.0,1.65,-2.3,-15.7,9027,9156,10214,10406,10702,7319,1362,262,84,81.08,15.09,2.9,0.93,1334,3289,1708,988,848,514,155,90,17,59,23,2,14.78,36.44,18.92,10.94,9.39,5.69,1.72,1.0,0.19,0.65,0.25,0.02,904,8123,10.01,89.99
52 Almacenamiento y actividades anexas al transporte,522 Actividades anexas al transporte,195192.0,Gestión dinámica de ubicaciones en almacén (Slotting),media,60.0,55.0,67.5,consultoria_implementacion,12_meses,alta,9027,81.08,15.09,2.9,0.93,Almacenamiento y depósitos.,hibrido,"Escanear palé, consultar sistema para ubicación, desplazar mercancía, confirmar ubicación.","Dimensiones/Peso de la mercancía, huecos disponibles en almacén.",Instrucción de ubicación óptima para la rotación del producto.,"Continuo, minuto a minuto.","Baja (el almacén no cambia de forma, la mercancía sí).","Huecos que aparecen libres pero están ocupados, mercancía dañada, errores de escaneo.",4,Es verificable por inventario cíclico o conteo físico.,2,Requiere tiempo para ver el impacto en la rotación (semanas).,5,Los datos vienen de escáneres de códigos de barras. Muy estandarizado.,5,"Instrucción de ubicación (Pasillo, Estantería, Nivel).",2,Una ubicación errónea significa mercancía perdida en el almacén. Impacto alto.,2,Integrarse con sistemas de escaneo antiguos es complejo.,2,"El sistema puede dar sugerencias, pero el operario tiene la última palabra sobre dónde dejar el palé.",Mozo de almacén / Gestor de inventario,Operario cualificado,22000,30000,28600,39000,2.0,2000,2380,3250,"Infraestructura IoT, mantenimiento de software crítico, alta disponibilidad.",Salario de mozo de almacén/gestor de inventario. El volumen es alto (muchos movimientos).,4,El caos en el almacén es un problema silencioso muy grave.,5,Tarea central de la actividad.,3,La eficiencia en el uso de espacio en almacenes caros es clave.,4,Ganancia de eficiencia en m2 es muy clara tras 3-6 meses.,2,El sector es conservador. Cambiar el software de gestión de almacén es un trauma.,3,Es un producto de nicho para logística interna. Difícil escalabilidad por diversidad de almacenes.,5,Requiere configuración física y entrenamiento del personal in-situ.,Software que actúa como capa superior (AI agent) sobre el WMS existente.,Seguridad laboral: no mover mercancías a sitios peligrosos.,Retrasos en el picking afectan la promesa de entrega al cliente final.,"El sistema sugiere una ubicación ineficiente, aumentando tiempo de picking.",Necesidad de integración profunda y latencia cero con el hardware del almacén (PDA).,"Parece una tarea simple de optimización, pero requiere una sincronización perfecta con la realidad física (el ""gemelo digital"" del almacén).",195192.0,1.65,-2.3,-15.7,9027,9156,10214,10406,10702,7319,1362,262,84,81.08,15.09,2.9,0.93,1334,3289,1708,988,848,514,155,90,17,59,23,2,14.78,36.44,18.92,10.94,9.39,5.69,1.72,1.0,0.19,0.65,0.25,0.02,904,8123,10.01,89.99
78 Actividades relacionadas con el empleo,782 Actividades de las empresas de trabajo temporal,178586.0,Seguimiento y cierre de procesos de firma documental (Onboarding),buena,95.5,100.0,88.8,saas_puro,ya,muy_alta,330,27.58,21.52,22.42,28.48,ETT - Gestión documental.,software,"Enviar documentos, hacer seguimiento, perseguir al trabajador, confirmar recepción.","Documentos, emails/teleéfonos de trabajadores.",Documento firmado digitalmente en el sistema.,Continuo / Diario,Baja. El proceso es muy estándar.,"El trabajador no firma, el link caduca, error en datos de contacto.",5,Verificable al 100%: el documento existe o no. Automático.,5,Feedback inmediato tras la firma del trabajador.,5,Datos de contacto y documentos estandarizados.,5,Output estandarizado (documento firmado).,5,Error bajo impacto (sólo retraso en el proceso).,5,"Muy fácil (Docusign, Adobe Sign, APIs).",5,"El proceso puede ser 100% automático (notificar, recordar, cerrar proceso).",Administrativo/Backoffice,Junior,20000,25000,26000,32000,10.0,300,2166,2666,Coste de licencias de APIs de firmas y notificaciones (SMS/Email).,Basado en administrativo junior. Volumen alto de trabajadores temporales.,4,El 'onboarding' de cientos de trabajadores temporales es un caos administrativo.,5,"Cada contrato requiere firma, y en ETT son mensuales/semanales.",3,"Bajo, pero el volumen acumulado en una ETT hace que sea un coste relevante.",5,ROI evidente: horas de administrativo ahorradas.,5,"Las empresas ya usan plataformas de firma, es fácil añadir una capa de IA encima.",5,Muy fácil de convertir en producto (SaaS puro).,1,Ninguna necesidad de servicio humano.,Ahorro masivo en tiempo administrativo puro. Muy escalable.,Bajos (siempre que se cumpla eIDAS).,Muy bajos.,Mínimos. Todo es binario (firmado o no).,"Ninguno crítico, las APIs de herramientas de firma son robustas.","No es sexy, pero es donde está el margen real operativo.",178586.0,1.51,-4.3,-21.1,330,331,383,404,418,91,71,74,94,27.58,21.52,22.42,28.48,23,35,19,14,32,39,29,36,9,56,29,9,6.97,10.61,5.76,4.24,9.7,11.82,8.79,10.91,2.73,16.97,8.79,2.73,48,282,14.55,85.45
